randomtestadventurer.c:
Testing Adventurer...
Seed: 1635127377, test failed, incorrect number of cards in hand.
Seed: 99909372, test failed, incorrect number of cards in hand.
Seed: 1714197777, test failed, incorrect number of cards in hand.
Seed: 263609096, test failed, incorrect number of cards in hand.
Seed: 743418982, test failed, incorrect number of cards in hand.
Seed: 1111116953, test failed, incorrect number of cards in hand.
Seed: 940184070, test failed, incorrect number of cards in hand.
Seed: 1028693242, test failed, incorrect number of cards in hand.
Seed: 1460949732, test failed, incorrect number of cards in hand.
Seed: 1476191356, test failed, incorrect number of cards in hand.
Seed: 1409596466, test failed, incorrect number of cards in hand.
Seed: 1939461208, test failed, incorrect number of cards in hand.
Seed: 637055050, test failed, incorrect number of cards in hand.
Seed: 184044031, test failed, incorrect number of cards in hand.
Seed: 748082076, test failed, incorrect number of cards in hand.
Seed: 985614528, test failed, incorrect number of cards in hand.
Seed: 1752676320, test failed, incorrect number of cards in hand.
Seed: 383486238, test failed, incorrect number of cards in hand.
Seed: 2095899658, test failed, incorrect number of cards in hand.
Seed: 172757711, test failed, incorrect number of cards in hand.
Seed: 1368829523, test failed, incorrect number of cards in hand.
Seed: 964231323, test failed, incorrect number of cards in hand.
Seed: 621243653, test failed, incorrect number of cards in hand.
Seed: 439329449, test failed, incorrect number of cards in hand.
Seed: 2077971438, test failed, incorrect number of cards in hand.
Seed: 1267358601, test failed, incorrect number of cards in hand.
Seed: 1232059936, test failed, incorrect number of cards in hand.
Seed: 186302067, test failed, incorrect number of cards in hand.
Seed: 171062480, test failed, incorrect number of cards in hand.
Seed: 1311974546, test failed, incorrect number of cards in hand.
Seed: 364926214, test failed, incorrect number of cards in hand.
Seed: 786421862, test failed, incorrect number of cards in hand.
Seed: 1913232723, test failed, incorrect number of cards in hand.
Seed: 2007755941, test failed, incorrect number of cards in hand.
Seed: 661048443, test failed, incorrect number of cards in hand.
Seed: 1342869976, test failed, incorrect number of cards in hand.
Seed: 1390773129, test failed, incorrect number of cards in hand.
Seed: 1926829335, test failed, incorrect number of cards in hand.
Seed: 707355424, test failed, incorrect number of cards in hand.
Seed: 1631775275, test failed, incorrect number of cards in hand.
Seed: 745072112, test failed, incorrect number of cards in hand.
Seed: 1346837879, test failed, incorrect number of cards in hand.
Seed: 1800872664, test failed, incorrect number of cards in hand.
Seed: 1690101826, test failed, incorrect number of cards in hand.
Seed: 99891013, test failed, incorrect number of cards in hand.
Seed: 406839422, test failed, incorrect number of cards in hand.
Seed: 216037970, test failed, incorrect number of cards in hand.
Seed: 1860247047, test failed, incorrect number of cards in hand.
Seed: 1050512596, test failed, incorrect number of cards in hand.
Seed: 1015104752, test failed, incorrect number of cards in hand.
Seed: 824876552, test failed, incorrect number of cards in hand.
Seed: 198571830, test failed, incorrect number of cards in hand.
Seed: 628738706, test failed, incorrect number of cards in hand.
Seed: 1959427989, test failed, incorrect number of cards in hand.
Seed: 2010883698, test failed, incorrect number of cards in hand.
Seed: 445821455, test failed, incorrect number of cards in hand.
Seed: 682752480, test failed, incorrect number of cards in hand.
Seed: 685505628, test failed, incorrect number of cards in hand.
Seed: 1836012584, test failed, incorrect number of cards in hand.
Seed: 489076454, test failed, incorrect number of cards in hand.
Seed: 745163531, test failed, incorrect number of cards in hand.
Seed: 2096966002, test failed, incorrect number of cards in hand.
Seed: 472250158, test failed, incorrect number of cards in hand.
Seed: 678454049, test failed, incorrect number of cards in hand.
Seed: 1850779422, test failed, incorrect number of cards in hand.
Seed: 630799253, test failed, incorrect number of cards in hand.
Seed: 1343947369, test failed, incorrect number of cards in hand.
Seed: 886229976, test failed, incorrect number of cards in hand.
Seed: 520322521, test failed, incorrect number of cards in hand.
Seed: 1485471009, test failed, incorrect number of cards in hand.
Seed: 1987843476, test failed, incorrect number of cards in hand.
Seed: 1276030644, test failed, incorrect number of cards in hand.
Seed: 741252, test failed, incorrect number of cards in hand.
Seed: 1682756368, test failed, incorrect number of cards in hand.
Seed: 1017342852, test failed, incorrect number of cards in hand.
Seed: 1356978830, test failed, incorrect number of cards in hand.
Seed: 1586985249, test failed, incorrect number of cards in hand.
Seed: 1104140422, test failed, incorrect number of cards in hand.
Seed: 1777907891, test failed, incorrect number of cards in hand.
Seed: 1945297136, test failed, incorrect number of cards in hand.
Seed: 1646821880, test failed, incorrect number of cards in hand.
Seed: 1657436349, test failed, incorrect number of cards in hand.
Seed: 611715756, test failed, incorrect number of cards in hand.
Seed: 1017174277, test failed, incorrect number of cards in hand.
Seed: 1629261169, test failed, incorrect number of cards in hand.
Seed: 1332384021, test failed, incorrect number of cards in hand.
Seed: 703776369, test failed, incorrect number of cards in hand.
Seed: 199736834, test failed, incorrect number of cards in hand.
Seed: 1003692904, test failed, incorrect number of cards in hand.
Seed: 2022637477, test failed, incorrect number of cards in hand.
Seed: 1964981617, test failed, incorrect number of cards in hand.
Seed: 1416398208, test failed, incorrect number of cards in hand.
Seed: 807143713, test failed, incorrect number of cards in hand.
Seed: 781082966, test failed, incorrect number of cards in hand.
Seed: 1339516815, test failed, incorrect number of cards in hand.
Seed: 1910728796, test failed, incorrect number of cards in hand.
Seed: 609121346, test failed, incorrect number of cards in hand.
Seed: 1271357085, test failed, incorrect number of cards in hand.
Seed: 1645476837, test failed, incorrect number of cards in hand.
Seed: 1714552123, test failed, incorrect number of cards in hand.
Seed: 177712269, test failed, incorrect number of cards in hand.
Seed: 1460772637, test failed, incorrect number of cards in hand.
Seed: 109746195, test failed, incorrect number of cards in hand.
Seed: 96403428, test failed, incorrect number of cards in hand.
Seed: 1218690219, test failed, incorrect number of cards in hand.
Seed: 112170937, test failed, incorrect number of cards in hand.
Seed: 926805654, test failed, incorrect number of cards in hand.
Seed: 339528899, test failed, incorrect number of cards in hand.
Seed: 1506429560, test failed, incorrect number of cards in hand.
Seed: 977697357, test failed, incorrect number of cards in hand.
Seed: 1847910214, test failed, incorrect number of cards in hand.
Seed: 812125925, test failed, incorrect number of cards in hand.
Seed: 1550775824, test failed, incorrect number of cards in hand.
Seed: 1029718601, test failed, incorrect number of cards in hand.
Seed: 1803304774, test failed, incorrect number of cards in hand.
Seed: 718981297, test failed, incorrect number of cards in hand.
Seed: 431096090, test failed, incorrect number of cards in hand.
Seed: 977493705, test failed, incorrect number of cards in hand.
Seed: 1491386658, test failed, incorrect number of cards in hand.
Seed: 248542270, test failed, incorrect number of cards in hand.
Seed: 16869629, test failed, incorrect number of cards in hand.
Seed: 820552254, test failed, incorrect number of cards in hand.
Seed: 1444464277, test failed, incorrect number of cards in hand.
Seed: 1940640355, test failed, incorrect number of cards in hand.
Seed: 681843474, test failed, incorrect number of cards in hand.
Seed: 1106368537, test failed, incorrect number of cards in hand.
Seed: 2040142407, test failed, incorrect number of cards in hand.
Seed: 88050843, test failed, incorrect number of cards in hand.
Seed: 1850384057, test failed, incorrect number of cards in hand.
Seed: 887123495, test failed, incorrect number of cards in hand.
Seed: 1441681, test failed, incorrect number of cards in hand.
Seed: 223428397, test failed, incorrect number of cards in hand.
Seed: 934511355, test failed, incorrect number of cards in hand.
Seed: 587155971, test failed, incorrect number of cards in hand.
Seed: 1096252690, test failed, incorrect number of cards in hand.
Seed: 441624916, test failed, incorrect number of cards in hand.
Seed: 216906265, test failed, incorrect number of cards in hand.
Seed: 1715722139, test failed, incorrect number of cards in hand.
Seed: 1699362502, test failed, incorrect number of cards in hand.
Seed: 1177574509, test failed, incorrect number of cards in hand.
Seed: 940180471, test failed, incorrect number of cards in hand.
Seed: 154778947, test failed, incorrect number of cards in hand.
Seed: 1484947786, test failed, incorrect number of cards in hand.
Seed: 1831694450, test failed, incorrect number of cards in hand.
Seed: 1357777692, test failed, incorrect number of cards in hand.
Seed: 425638093, test failed, incorrect number of cards in hand.
Seed: 921829629, test failed, incorrect number of cards in hand.
Seed: 1807530511, test failed, incorrect number of cards in hand.
Seed: 316695364, test failed, incorrect number of cards in hand.
Seed: 828281689, test failed, incorrect number of cards in hand.
Seed: 2054562365, test failed, incorrect number of cards in hand.
Seed: 1733883838, test failed, incorrect number of cards in hand.
Seed: 1615643374, test failed, incorrect number of cards in hand.
Seed: 1125855545, test failed, incorrect number of cards in hand.
Seed: 1811717019, test failed, incorrect number of cards in hand.
Seed: 314773322, test failed, incorrect number of cards in hand.
Seed: 1463333943, test failed, incorrect number of cards in hand.
Seed: 1253984677, test failed, incorrect number of cards in hand.
Seed: 400135010, test failed, incorrect number of cards in hand.
Seed: 1845407336, test failed, incorrect number of cards in hand.
Seed: 2028362259, test failed, incorrect number of cards in hand.
Seed: 1579456042, test failed, incorrect number of cards in hand.
Seed: 112031582, test failed, incorrect number of cards in hand.
